Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Answer,image,FAQ-1D,FAQ 2D category,Product,Pricing-section,FAQ-main-section,Contact-section,FAQ-sub-section,Order
How long can I access historical cost data in Cost Analytics?,cost-analytics-historical-data-access-retention,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6814d653031ebcf77cad4c77,false,false,Fri May 02 2025 14:27:31 GMT+0000 (Coordinated Universal Time),Thu May 08 2025 08:34:55 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">In OpsNow FinOps Plus, you can access up to 13 months of historical cloud cost data by default through the Cost Analytics menu.<br>This allows you to track monthly spending trends, analyze year-over-year (YoY) changes, and forecast seasonal fluctuations in cloud costs.</p><p id="""">For Enterprise plan customers, extended access to unlimited historical cost data can be enabled depending on the terms of your contract.<br>This is especially useful for:</p><ul id=""""><li>Annual budget planning and long-term financial reviews</li><li>Evaluating multi-year cost optimization strategies</li><li>Supporting internal or external audits with complete cost history</li><li>Understanding the financial impact of product launches or infrastructure changes over time</li></ul><p id="""">📌 If your organization needs deeper historical insight, consider upgrading to an Enterprise plan for customizable retention policies.</p><p id="""">‍</p>",,OpsNow FinOps Plus,cost-analytics,opsnow-finops-plus,false,false,false,false,
How long does OpsNow retain customer data?,data-retention-period-opsnow,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,681db0b3b50c5c353eaee1d2,false,false,Fri May 09 2025 07:37:23 GMT+0000 (Coordinated Universal Time),Fri May 09 2025 09:28:34 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">OpsNow retains customer data based on customer type (paid, free, trial) and data category in compliance with global data security standards and relevant privacy laws, including GDPR and Korean data protection regulations.</p><h4 id="""">✅ General service data (e.g., cost, asset, usage history)</h4><ul id=""""><li id="""">Paid customers: Data is stored for a minimum of 13 months, up to 3 years.</li><li id="""">Free/trial customers: Data is retained for up to 1 year starting from the trial activation date.</li></ul><p id="""">This includes cloud cost analysis, resource utilization logs, and optimization history.<br>‍</p><h4 id="""">✅ Billing data (invoices, payment history)</h4><ul id=""""><li id="""">Regardless of customer type, billing records are retained until the account is deleted.</li><li id="""">After account deletion, data is either removed or anonymized according to OpsNow's internal policies.<br>‍</li></ul><h4 id="""">✅ Personal information</h4><p id="""">OpsNow may collect and retain the following personal data:</p><ul id=""""><li id="""">Required fields: Email, full name, company name, phone number, preferred language, credit card info</li><li id="""">Metadata: Login IPs, browser info, service usage history</li><li id="""">Support data: Customer inquiries, tickets, and file attachments</li></ul><p id="""">🔒 These personal details are stored until account deactivation, and are then deleted within the following</p><div data-rt-embed-type='true'><style>
  .deletion-policy-table {
    width: 100%;
    table-layout: fixed;
    border-collapse: collapse;
    font-family: Inter, sans-serif;
    font-size: 14px;
  }

  .deletion-policy-table th,
  .deletion-policy-table td {
    padding: 10px;
    border-bottom: 1px solid #eee;
    text-align: left;
    vertical-align: top;
    word-break: break-word;
  }

  .deletion-policy-table th {
    border-bottom: 2px solid #ddd;
    white-space: nowrap;
  }

  @media screen and (max-width: 768px) {
    .deletion-policy-table,
    .deletion-policy-table thead,
    .deletion-policy-table tbody,
    .deletion-policy-table th,
    .deletion-policy-table td,
    .deletion-policy-table tr {
      display: block;
      width: 100%;
      box-sizing: border-box;
    }

    .deletion-policy-table thead {
      display: none;
    }

    .deletion-policy-table tr {
      border: 1px solid #ddd;
      border-radius: 6px;
      padding: 12px;
      margin-bottom: 16px;
      background: #fafafa;
    }

    .deletion-policy-table td {
      border: none;
      padding: 6px 8px;
    }

    .deletion-policy-table td::before {
      content: attr(data-label);
      font-weight: bold;
      display: block;
      margin-bottom: 4px;
      color: #333;
    }
  }
</style>

<table class=""deletion-policy-table"">
  <thead>
    <tr>
      <th>Data Category</th>
      <th>Deletion Timeline</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <td data-label=""Data Category"">Account registration details</td>
      <td data-label=""Deletion Timeline"">Within 3 months of deletion</td>
    </tr>
    <tr>
      <td data-label=""Data Category"">Payment &amp; billing records</td>
      <td data-label=""Deletion Timeline"">Within 5 years</td>
    </tr>
    <tr>
      <td data-label=""Data Category"">Customer support history</td>
      <td data-label=""Deletion Timeline"">Within 3 years</td>
    </tr>
    <tr>
      <td data-label=""Data Category"">Access logs (login activity)</td>
      <td data-label=""Deletion Timeline"">Within 3 months</td>
    </tr>
  </tbody>
</table></div><p>‍</p><h4 id="""">✅ What happens to data for trial users?</h4><ul id=""""><li>For trial users who do not convert to a paid account, some data is deleted immediately.</li><li>Remaining data is retained for a maximum of 3 months, except for metadata like company name/department, which may be stored for up to 6 months for backup purposes.<br>‍</li></ul><h4 id="""">✅ Can I request data backup or early deletion after leaving OpsNow?</h4><ul id=""""><li id="""">Yes. Within 6 months after account deletion, customers can request:<ul id=""""><li>🔄 A downloadable data backup file via email</li><li>🗑️ Immediate early data deletion</li></ul></li></ul><p id="""">Please contact OpsNow Customer Support (CS) or your workspace administrator to submit a request.</p><p id="""">OpsNow is committed to protecting customer data through transparent retention and deletion practices that align with legal requirements and industry best practices.</p><p>‍</p>",,Setting,security,opsnow-finops-plus,false,false,false,true,
How long does it take to confirm data after registering an account?,2004-how-long-does-it-take-to-confirm-data-after-registering-an-account,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6554182c072a5deb4b86ee12,false,false,Wed Nov 15 2023 01:00:28 GMT+0000 (Coordinated Universal Time),Tue Oct 14 2025 06:05:07 GMT+0000 (Coordinated Universal Time),Tue Oct 14 2025 06:07:59 GMT+0000 (Coordinated Universal Time),<p>Data collection will be completed in approximately 24 hours at maximum.</p><p>You can check the registered accounts and data collection status in the [Overview] menu.</p>,,OpsNow FinOps Plus,cloud-accounts,opsnow-finops-plus,false,false,true,false,
How much can I save with AutoSavings?,autosavings-expected-savings,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,68108737c3ff3ab81723927a,false,false,Tue Apr 29 2025 08:00:55 GMT+0000 (Coordinated Universal Time),Thu May 08 2025 00:38:31 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">With AutoSavings, most organizations can expect to save <strong id="""">20% to 40%</strong> on their AWS costs compared to On-Demand pricing.<br>These savings come from intelligently optimizing Reserved Instances (RI) and Savings Plans (SP) based on your actual usage patterns.</p><p id="""">Some high-usage or under-optimized environments have seen <strong id="""">over 50% in savings</strong>, making AutoSavings a powerful, performance-based solution for cloud cost reduction.</p><p id="""">‍</p>",,AutoSavings,savings-billing,autosavings,false,false,false,true,
How often are resource optimization recommendations updated?,resource-optimization-recommendation-update-frequency,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,681978c7cd3a702db405a90e,false,false,Tue May 06 2025 02:49:43 GMT+0000 (Coordinated Universal Time),Tue May 06 2025 02:56:29 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p>OpsNow FinOps Plus updates its resource optimization analysis once daily.It uses the latest usage data to evaluate cost-saving opportunities across AWS, Azure, and GCP.<br>‍</p><h3 id="""">✅ Automated and On-Demand Analysis</h3><ul id=""""><li id="""">Automated Daily Analysis<ul id=""""><li>Runs every 24 hours</li><li>Reflects the most recent performance data to update recommendations such as Idle, Downsize, and Modernize</li></ul></li><li id="""">On-Demand Manual Execution<ul id=""""><li>Users can trigger real-time optimization analysis at any time by clicking the ""Analyze all CSPs"" button on the console</li><li>Results are immediately updated, allowing teams to make timely decisions based on the latest cloud usage</li></ul></li></ul><h3 id="""">📌 Pro Tip</h3><p id="""">In addition to daily automation, you can run manual analysis after major deployments, cost reviews, or infrastructure changes to ensure optimization recommendations are always relevant and accurate.</p>",,OpsNow FinOps Plus,resource-optimization,opsnow-finops-plus,false,false,false,false,
How would you describe the excellence of OpsNow Prime IaaS?,how-would-you-describe-the-excellence-of-opsnow-prime-iaas,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,68ef03a38ae0c2ff244a89f0,false,false,Wed Oct 15 2025 02:14:59 GMT+0000 (Coordinated Universal Time),Wed Oct 15 2025 08:53:08 GMT+0000 (Coordinated Universal Time),Wed Oct 15 2025 09:38:11 GMT+0000 (Coordinated Universal Time),"<p id="""">[From the VMware Alternative Perspective]<br>It is a practical alternative for companies struggling with the rising cost of VMware. OpsNow Prime eliminates license cost burdens with its open-source foundation and provides an intuitive single interface to manage multi-cloud IaaS environments. With real-time monitoring, automated alerts, and RBAC-based resource control, it makes managing complex infrastructures simple and efficient.</p><p id="""">[From the Multi-Cloud Integration Perspective]<br>Although 87% of enterprises operate multi-cloud environments, many face challenges due to a lack of visibility and operational complexity. OpsNow Prime, based on Proxmox, unifies heterogeneous IaaS environments into a single intuitive platform. With real-time resource monitoring, automated provisioning, and role-based access control, it reduces complexity while strengthening control.</p>",,,about-prime,prime,false,false,false,false,
I want to clean up idle instances that are no longer in use. How can I find them? Slug,idle-instance-detection,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,681958329112ca5f6e3a732a,false,false,Tue May 06 2025 00:30:42 GMT+0000 (Coordinated Universal Time),Tue May 06 2025 00:30:42 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">OpsNow FinOps Plus helps you easily identify and clean up idle cloud instances by allowing you to filter based on<br>resource status and launch time, making it easier to eliminate unused infrastructure and reduce waste.<br>‍</p><h3 id="""">✅ Filter by instance status to detect unused resources</h3><p id="""">Use the Status column to quickly filter out non-active instances such as:</p><ul id=""""><li>AWS: <code id="""">stopped</code></li><li>Azure: <code id="""">deallocated</code></li><li>GCP: <code id="""">TERMINATED</code></li></ul><p id="""">This makes it easy to identify virtual machines or environments that are no longer running and ready for decommissioning.<br>‍</p><h3 id="""">✅ Use launch time to find outdated or abandoned resources</h3><p id="""">With the Launch Time column, you can locate instances created before a specific date,<br>allowing you to surface:</p><ul id=""""><li>Long-unused development/test servers</li><li>Instances associated with completed or deprecated projects<br>‍</li></ul><p id="""">📌 Summary<br>By combining filters on status and launch time, OpsNow enables you to efficiently detect and remove idle cloud resources,<br>improving cost control and simplifying infrastructure management.</p><p>‍</p>",,OpsNow FinOps Plus,resource-usage,opsnow-finops-plus,false,false,false,false,
I want to opt-out of marketing communications.,5001-i-want-to-opt-out-of-marketing-communications,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6554182af07a3e5f113292bd,false,false,Wed Nov 15 2023 01:00:26 GMT+0000 (Coordinated Universal Time),Tue Oct 14 2025 06:04:19 GMT+0000 (Coordinated Universal Time),Tue Oct 14 2025 06:07:59 GMT+0000 (Coordinated Universal Time),"<p>If you toggle off the marketing consent switch in [Settings &gt; Profile], you will opt-out of receiving marketing communications.</p>",,OpsNow FinOps Plus,cloud-accounts,opsnow-finops-plus,false,false,false,false,
I want to see a demo.,6002-i-want-to-see-a-demo,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6554182905b0d57b2575d66a,false,false,Wed Nov 15 2023 01:00:25 GMT+0000 (Coordinated Universal Time),Tue Oct 14 2025 06:03:42 GMT+0000 (Coordinated Universal Time),Tue Oct 14 2025 06:07:59 GMT+0000 (Coordinated Universal Time),"<p>If you wish to request a demo, please provide basic information on the demo request page. </p><p>Our cloud experts at OpsNow will contact you.</p>",,OpsNow FinOps Plus,features,opsnow-finops-plus,false,false,false,false,
"If I delete a connected cloud account, will its data also be deleted?",cloud-account-deletion-data-policy,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6554182b2609d273b49551ae,false,false,Wed Nov 15 2023 01:00:27 GMT+0000 (Coordinated Universal Time),Fri May 09 2025 09:55:06 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">No. In OpsNow, deleting a connected cloud account does not immediately delete the data that was previously collected from that account.</p><h4 id="""">✅ What happens to the data?</h4><ul id=""""><li>Once a cloud account is removed, any historical data such as cost records, usage logs, and optimization history associated with that account will still be retained.</li><li>This data will remain in your workspace until your OpsNow account is fully deleted, after which it will be automatically deleted according to the platform’s data retention policy.<br>‍</li></ul><h4 id="""">✅ What changes after the account is deleted?</h4><ul id=""""><li>After you delete a cloud account, OpsNow will no longer collect or analyze new data from that account.</li><li>All real-time cost analysis, resource usage tracking, and optimization recommendations will be discontinued for that account.</li><li>Historical data remains read-only and cannot be updated.</li></ul><p id="""">💡 For example, if you remove an AWS account, you can still view the past 6 months of usage and cost data, but no new billing data, usage metrics, or budget alerts will be generated from that account going forward.</p><p id="""">‍</p>",,Setting,security,opsnow-finops-plus,false,false,false,false,
Is any special setup required to use AutoSavings?,autosavings-setup-requirements,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,681089f8573f41369ec06c41,false,false,Tue Apr 29 2025 08:12:40 GMT+0000 (Coordinated Universal Time),Thu May 08 2025 01:48:01 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">No special setup is required.<br>Once you register your cloud account and activate the AutoSavings subscription, AWS cost optimization begins automatically—<strong id="""">no manual configuration needed</strong>.</p><p id="""">However, some savings recommendations may involve actual purchases or changes to your commitments. In these cases, <strong id="""">your prior approval may be required</strong>. You’ll be notified through the OpsNow console, where you can review and approve the actions before they are applied.</p><p id="""">AutoSavings allows you to start optimizing your cloud spend quickly, while still maintaining full control over key decisions.</p><p id="""">‍</p>",,AutoSavings,features,autosavings,false,false,false,true,
Is there a limit on the number of users I can invite in OpsNow?,user-invite-limit-opsnow,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6554182ed279120ef9e6fe4a,false,false,Wed Nov 15 2023 01:00:30 GMT+0000 (Coordinated Universal Time),Fri May 09 2025 03:32:07 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">No, there is no limit to the number of users you can invite to your organization in OpsNow FinOps Plus.<br>You can freely add internal team members, departments, or external partners to collaborate within your cloud environment.</p><p id="""">Each user is assigned a role-based access level (RBAC) at the time of invitation, including:</p><ul id=""""><li>✅ Owner – Full organization control</li><li>✅ Admin – Manage users and cloud accounts</li><li>✅ Member – View-only access to cost and resource data</li></ul><p id="""">This structure allows you to safely manage a large number of users while maintaining clear access control and governance.</p><p id="""">📌 OpsNow is designed to scale with your team—whether you're managing a small startup or a large enterprise with cross-functional cloud teams.</p><p id="""">‍</p>",,Setting,user-organization,opsnow-finops-plus,false,false,false,false,
Is there a way to view the link structure of infrastructure resources in a topology format?,is-there-a-way-to-view-the-link-structure-of-infrastructure-resources-in-a-topology-format,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,68ef0610fddf669d61a7840f,false,false,Wed Oct 15 2025 02:25:20 GMT+0000 (Coordinated Universal Time),Thu Oct 16 2025 00:41:00 GMT+0000 (Coordinated Universal Time),Thu Oct 16 2025 01:14:54 GMT+0000 (Coordinated Universal Time),"<p id="""">Yes, in 'Infrastructure Overview', 'Resource Topology' is provided considering the structural characteristics of VMs.<br>Storage and Network connected to the VM are also displayed in a topology format, and you can check information related to specific storage or network failure detection.<br>The color indicators are the same as those used for VM status information.</p><p id="""">‍</p>",,,infrastructure,prime,false,false,false,false,
Is there an approval workflow for budget creation or updates?,budget-approval-permission-control,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,68183a83c487529564890ddf,false,false,Mon May 05 2025 04:11:47 GMT+0000 (Coordinated Universal Time),Mon May 05 2025 04:11:47 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">Currently, OpsNow FinOps Plus does not provide a built-in approval workflow for creating or updating budget rules.</p><p id="""">However, 📌 role-based access control (RBAC) is supported to manage who can create, edit, or view budgets.<br>‍</p><p id="""">✅ Permission Configuration Examples:</p><ul id=""""><li>Budget creation/edit/delete privileges can be restricted to authorized roles (e.g., Admin, FinOps Manager)</li><li>General users (e.g., Viewers) can only view budget details without modification rights</li><li>Budget access can be scoped by workspace or project to match organizational responsibilities</li></ul><p id="""">📌 An approval flow feature (e.g., budget draft → approver review → apply) is under consideration for future releases.</p><p>‍</p>",,OpsNow FinOps Plus,budgets,opsnow-finops-plus,false,false,false,false,
It's difficult to understand where and how cloud resources are being used. How does OpsNow help?,resource-visibility-multicloud,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,681954eb7b72b885f9b063c7,false,false,Tue May 06 2025 00:16:43 GMT+0000 (Coordinated Universal Time),Tue May 06 2025 00:16:43 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">OpsNow FinOps Plus helps organizations <strong id="""">gain clear visibility into resource usage across major cloud providers</strong>,<br>including <strong id="""">Amazon Web Services (AWS), Microsoft Azure, and Google Cloud Platform (GCP)</strong>.<br>Each provider's resources can be explored based on key operational criteria.<br>‍</p><h3 id="""">✅ Resource visibility by region, account, and product type</h3><ul id=""""><li>Within each cloud provider, users can view resources by <strong id="""">region, account, and product group</strong> (e.g., EC2, VM, Disk)</li><li>This enables teams to quickly understand where cloud assets are located and how they are distributed<br>‍</li></ul><h3 id="""">✅ Understand who is using what</h3><ul id=""""><li>Detailed attributes such as <strong id="""">name, tag, account, status, and launch time</strong> are included</li><li>These fields help identify resource owners, usage purpose, and potential inefficiencies in infrastructure<br>‍</li></ul><p id="""">📌 Summary<br>OpsNow provides the structure and insight needed to <strong id="""">manage cloud assets efficiently across multi-cloud environments</strong>,<br>enabling both technical and financial stakeholders to make informed, cost-effective decisions.</p><p>‍</p>",,OpsNow FinOps Plus,resource-usage,opsnow-finops-plus,false,false,false,false,
My payment failed or is delayed.,3010-my-payment-failed-or-is-delayed,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6554182b1d6c0446bb9e067e,false,false,Wed Nov 15 2023 01:00:27 GMT+0000 (Coordinated Universal Time),Tue Oct 14 2025 06:05:18 GMT+0000 (Coordinated Universal Time),Tue Oct 14 2025 06:07:59 GMT+0000 (Coordinated Universal Time),"<p>If the payment fails, it is necessary to check whether the registered card has not expired. </p><p>Please verify the card information in [Billing &gt; Payment Method]. If you update to valid payment card information, the payment will be retried within 1 day.</p><p>If there is a payment delay of more than 30 days after invoice issuance, AutoSavings service usage will be suspended.</p><p> In case of unpaid invoices for up to 3 months from the invoice date, the subscription will be canceled.</p>",,OpsNow FinOps Plus,billing,opsnow-finops-plus,false,false,false,false,
Our company operates multiple cloud environments by organization. How can we manage user access separately?,multi-organization-access-control,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,68198ab759b1263daf52ca1a,false,false,Tue May 06 2025 04:06:15 GMT+0000 (Coordinated Universal Time),Fri May 09 2025 02:12:23 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">OpsNow FinOps Plus supports multi-organization (Organization) architecture, allowing you to operate separate cloud environments within a single account while applying granular access controls per organization.<br>‍</p><h4 id="""">✅ How Access Control Works in Multi-Organization Environments:</h4><ul id=""""><li id="""">Organization-Level Access Separation:<br>Each organization can be linked to its own set of cloud accounts (AWS, Azure, GCP). Users only see and access data within the organization(s) they’re assigned to.</li><li id="""">Role Assignment per Organization:<br>A single user can have different roles across organizations. For example, they can be an Admin in one organization and Read-Only in another.</li><li id="""">Operational Isolation &amp; Security:<br>Although users log in with one OpsNow account, data and permissions are completely separated by organization, reducing security risk and improving compliance.</li><li id="""">Customizable Role &amp; Access Policies:<br>Define access levels at a granular level — including menus, features, and resource types — to suit enterprise or managed service provider (MSP) use cases.<br>‍</li></ul><h4 id="""">📌 Best for:</h4><ul id=""""><li id="""">Enterprises operating separate cloud environments by subsidiary, team, or department</li><li id="""">Organizations needing strong access separation for compliance or operational clarity</li><li id="""">MSPs or holding companies managing multiple clients or entities under one OpsNow instance</li></ul><p id="""">‍</p>",,Setting,user-organization,opsnow-finops-plus,false,false,false,false,
Our organization has many overprovisioned instances. Can OpsNow help us identify them easily?,overprovisioned-instance-detection,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,681955ed15f20028f4d16149,false,false,Tue May 06 2025 00:21:01 GMT+0000 (Coordinated Universal Time),Tue May 06 2025 00:21:01 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">OpsNow FinOps Plus offers automatic optimization recommendations in the Resource Usage menu, allowing you to identify overprovisioned instances and uncover opportunities to reduce unnecessary cloud spend.</p><h3 id="""">✅ Automated optimization suggestions per instance</h3><p id="""">Each cloud instance is automatically analyzed and assigned an optimization status:</p><ul id=""""><li>Downsize: The current instance type is over-provisioned relative to actual usage</li><li>Modernize: The instance uses an outdated type and should be replaced with a newer generation</li><li>NoReview: Pending further analysis</li></ul><p id="""">These recommendations are generated based on live usage data and vendor-specific instance type benchmarks, making them highly actionable for both technical and financial teams.</p><h3 id="""">✅ Clear decision-making for FinOps and operations teams</h3><ul id=""""><li>Optimization statuses are displayed directly within the instance table, allowing quick identification and sorting</li><li>Teams no longer need to perform manual instance audits—OpsNow surfaces key adjustment opportunities automatically</li><li>This empowers both engineers and budget owners to make confident decisions around rightsizing and modernization</li></ul><p id="""">📌 Summary<br>OpsNow helps eliminate waste by automatically detecting oversized infrastructure and presenting clear, data-backed guidance on how to reduce costs and improve cloud efficiency.</p><p>‍</p>",,OpsNow FinOps Plus,resource-usage,opsnow-finops-plus,false,false,false,false,
Service access is restricted due to non-payment. How can I check the invoice?,opsnow-invoice-access-non-payment,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6554182c8e92530898190e88,false,false,Wed Nov 15 2023 01:00:28 GMT+0000 (Coordinated Universal Time),Fri May 09 2025 11:22:44 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">If your OpsNow FinOps Plus subscription has been temporarily suspended due to non-payment or billing failure, access to platform features may be limited.<br>However, invoice and billing information can still be accessed through authorized users.<br>‍</p><h4 id="""">✅ How to check the invoice:</h4><ul id=""""><li>Regular users cannot access invoices directly.<br>To view the invoice, a request must be made to a user with Owner privileges—who has access to the [Billing] menu.</li><li>The Owner can go to [Billing &gt; Billing Contacts] and register the email address of the person requesting invoice access.</li><li>Once added, even non-OpsNow users (e.g., finance team or external partners) will receive invoice notifications by email and can view the invoice without needing a login.</li></ul><p id="""">📌 OpsNow supports a flexible billing contact system so that invoices can be securely shared with external stakeholders—even when access to the service is restricted due to payment issues.</p><p id="""">‍</p>",,Setting,billing,opsnow-finops-plus,false,false,false,true,
"The process of registering AWS, Azure, and GCP Cloud Accounts is difficult. Can I get help with account registration?",the-process-of-registering-aws-azure-and-gcp-cloud-accounts-is-difficult-can-i-get-help-with-account-registration,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6667b6053f8f0165bf9b0235,false,false,Tue Jun 11 2024 02:27:17 GMT+0000 (Coordinated Universal Time),Tue May 06 2025 04:34:55 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">Please register the StepBy Guide Viewer Chrome Extension to provide the OpsNow Guide. Detailed instructional balloons are provided for each step of the cloud account registration process, making it easy to complete the registration.</p><p id=""""><a href=""https://chromewebstore.google.com/u/1/detail/stepby-guide-viewer/djnbpfckgndnlbodiopfdahdieijhicp?pli=1"">[Install StepBy Guide Viewer Chrome Extension]</a></p><p id="""">‍</p>",,Setting,cloud-accounts,opsnow-finops-plus,false,false,false,false,
What about taxes?,3009-what-about-taxes,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6554182b39455bb290ae5d54,false,false,Wed Nov 15 2023 01:00:27 GMT+0000 (Coordinated Universal Time),Thu Sep 11 2025 02:01:11 GMT+0000 (Coordinated Universal Time),Thu Sep 11 2025 02:09:39 GMT+0000 (Coordinated Universal Time),"<p id="""">(US Region) Sales tax is separately imposed based on the state, in addition to the usage fee, and can be verified upon invoice issuance.</p>",,OpsNow FinOps Plus,savings-billing,opsnow-finops-plus,true,false,false,false,
What are the benefits of using user groups for more efficient management?,user-group-benefits-and-management,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,68198a1d5f29949ddc194df1,false,false,Tue May 06 2025 04:03:41 GMT+0000 (Coordinated Universal Time),Tue May 06 2025 04:22:27 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">In OpsNow FinOps Plus, the User Group feature enables administrators to manage large numbers of accounts more efficiently by grouping users with similar roles or responsibilities. This greatly reduces repetitive tasks and ensures consistent access control.<br>‍</p><h4 id="""">✅ Benefits of Using User Groups:</h4><ul id=""""><li id="""">Bulk Role and Permission Assignment:<br>Assign the same role and access level to all members in a group — no need to configure each user individually.</li><li id="""">Organization-Level Grouping:<br>Assign an entire group to a specific Organization for fast deployment across teams or business units.</li><li id="""">Consistent Security Policy Enforcement:<br>Apply read-only access to some groups, admin access to others — ensuring clear separation of duties and compliance with internal policies.</li><li id="""">Streamlined Onboarding:<br>When new users join, simply add them to the appropriate group to automatically apply the correct settings.<br>‍</li></ul><h4 id="""">📌 Ideal for:</h4><ul id=""""><li id="""">Large teams managing hundreds of user accounts</li><li id="""">Organizations needing standardized permission control across business units</li><li id="""">Admins looking to reduce manual work and human error in access configuration</li></ul><p id="""">‍</p>",,Setting,user-organization,opsnow-finops-plus,false,false,false,false,
What are the key features of OpsNow Prime IaaS v1.0?,what-are-the-key-features-of-opsnow-prime-iaas-v1-0,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,68ef03136238a6ea7610b9f1,false,false,Wed Oct 15 2025 02:12:35 GMT+0000 (Coordinated Universal Time),Wed Oct 15 2025 08:14:48 GMT+0000 (Coordinated Universal Time),Wed Oct 15 2025 09:38:11 GMT+0000 (Coordinated Universal Time),"<p id="""">1. Proxmox-based Virtual Infrastructure Management<br>Provides virtualization infrastructure management and control based on Proxmox, offering cost reduction benefits through migration from VMware to Proxmox.</p><p id="""">2. Real-time Incident Detection and Response<br>Enables real-time detection and management of incidents, supporting an optimized operational environment.</p><p id="""">3. AI-Ready Multi-Cloud Platform<br>Lays the foundation for a next-generation multi-cloud platform designed for intelligent AI cloud management.</p><p id="""">4. GPU Resource Monitoring (Scheduled for release in Q2 2026)<br>Includes GPU resource monitoring capabilities for AI/ML workloads and high-performance computing (HPC).</p>",,,about-prime,prime,false,false,false,false,
